county,year,season,seasonal_rainfall_mm,temp_mean_c,max_dry_spell_days,onset_week,n_stations,data_source
Nyamira,2023,Long Rains (MAM),1225.0,20.3,6,2,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2023,Short Rains (OND),1183.6,20.4,3,2,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2024,Long Rains (MAM),1314.6,20.8,7,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2024,Short Rains (OND),864.5,20.2,4,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2015,Long Rains (MAM),2276.3,17.4,64,4,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2015,Short Rains (OND),2421.4,16.8,14,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2016,Long Rains (MAM),2051.1,17.6,25,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2016,Short Rains (OND),1147.4,16.7,44,4,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2017,Long Rains (MAM),1663.7,17.9,29,4,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2017,Short Rains (OND),1754.3,16.3,48,2,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2018,Long Rains (MAM),4625.6,16.2,5,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2018,Short Rains (OND),1321.6,16.2,16,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2019,Long Rains (MAM),1012.3,18.3,72,4,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2019,Short Rains (OND),3436.0,16.5,9,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2020,Long Rains (MAM),2891.8,16.8,8,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2020,Short Rains (OND),1740.8,16.0,20,2,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2021,Long Rains (MAM),2005.0,16.7,23,3,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2021,Short Rains (OND),1440.8,16.8,9,3,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2022,Long Rains (MAM),1666.4,17.5,40,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2022,Short Rains (OND),1265.6,16.2,21,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2023,Long Rains (MAM),2547.6,17.1,12,2,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2023,Short Rains (OND),2910.4,16.7,21,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2024,Long Rains (MAM),4138.0,17.3,13,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyandarua,2024,Short Rains (OND),1964.4,16.5,26,3,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2015,Long Rains (MAM),1681.4,18.4,51,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2015,Short Rains (OND),1697.1,18.0,12,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2016,Long Rains (MAM),1460.4,18.7,33,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2016,Short Rains (OND),958.6,17.8,36,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2017,Long Rains (MAM),1169.2,18.9,21,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2017,Short Rains (OND),1309.4,17.6,36,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2018,Long Rains (MAM),3425.3,17.2,6,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2018,Short Rains (OND),1003.4,17.4,12,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2019,Long Rains (MAM),578.2,19.6,54,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2019,Short Rains (OND),2415.5,17.7,6,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2020,Long Rains (MAM),1820.6,18.0,9,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2020,Short Rains (OND),1279.7,17.4,18,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2021,Long Rains (MAM),1331.2,18.0,36,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2021,Short Rains (OND),1133.1,18.1,12,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2022,Long Rains (MAM),1291.7,18.7,39,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2022,Short Rains (OND),959.7,17.2,30,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2023,Long Rains (MAM),1835.4,18.0,10,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2023,Short Rains (OND),2111.0,17.8,15,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2024,Long Rains (MAM),2860.7,18.4,15,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyeri,2024,Short Rains (OND),1316.4,17.9,21,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2015,Long Rains (MAM),3943.2,20.3,166,4,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2015,Short Rains (OND),4678.4,19.8,31,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2016,Long Rains (MAM),3948.4,20.5,54,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2016,Short Rains (OND),2055.1,19.8,72,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2017,Long Rains (MAM),3331.4,20.7,72,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2017,Short Rains (OND),3329.0,19.4,120,2,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2018,Long Rains (MAM),8818.2,18.6,7,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2018,Short Rains (OND),2689.4,19.5,34,3,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2019,Long Rains (MAM),2144.5,21.5,175,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2019,Short Rains (OND),6671.9,19.2,27,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2020,Long Rains (MAM),5909.2,19.4,15,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2020,Short Rains (OND),4113.6,19.3,36,2,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2021,Long Rains (MAM),3714.0,19.8,70,3,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2021,Short Rains (OND),2932.2,19.9,12,3,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2022,Long Rains (MAM),4044.8,20.3,100,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2022,Short Rains (OND),2449.0,19.4,72,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2023,Long Rains (MAM),4906.8,20.0,32,3,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2023,Short Rains (OND),5391.3,19.5,41,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2024,Long Rains (MAM),7052.5,19.9,31,1,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Other Kenya,2024,Short Rains (OND),3577.2,19.9,52,3,10,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2015,Long Rains (MAM),2235.4,23.4,55,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2015,Short Rains (OND),3207.8,22.4,15,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2016,Long Rains (MAM),1762.0,23.3,21,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2016,Short Rains (OND),777.2,23.3,54,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2017,Long Rains (MAM),2135.6,23.6,13,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2017,Short Rains (OND),1456.0,22.6,36,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2018,Long Rains (MAM),3035.3,21.5,6,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2018,Short Rains (OND),1706.7,22.6,27,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2019,Long Rains (MAM),1850.8,23.9,24,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2019,Short Rains (OND),3218.3,21.8,12,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2020,Long Rains (MAM),2919.1,22.3,6,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2020,Short Rains (OND),2302.7,22.3,15,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2021,Long Rains (MAM),1879.0,22.7,20,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2021,Short Rains (OND),1431.7,23.1,12,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2022,Long Rains (MAM),1861.8,23.6,15,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2022,Short Rains (OND),1403.0,22.6,27,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2023,Long Rains (MAM),3203.0,22.7,18,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2023,Short Rains (OND),2509.5,23.0,18,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2024,Long Rains (MAM),2205.8,23.6,37,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Siaya,2024,Short Rains (OND),2193.8,22.7,24,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2015,Long Rains (MAM),743.7,24.7,37,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2015,Short Rains (OND),924.5,25.0,21,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2016,Long Rains (MAM),715.6,25.2,55,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2016,Short Rains (OND),432.2,25.1,84,7,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2017,Long Rains (MAM),930.3,25.0,31,6,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2017,Short Rains (OND),857.2,24.7,36,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2018,Long Rains (MAM),1964.7,22.9,14,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2018,Short Rains (OND),966.2,24.2,19,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2019,Long Rains (MAM),607.2,25.7,63,10,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2019,Short Rains (OND),1945.8,23.7,10,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2020,Long Rains (MAM),1045.4,23.5,27,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2020,Short Rains (OND),1057.4,24.6,29,6,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2021,Long Rains (MAM),974.3,24.5,35,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2021,Short Rains (OND),684.5,25.2,54,9,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2022,Long Rains (MAM),466.2,25.2,58,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2022,Short Rains (OND),480.5,24.0,88,7,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2023,Long Rains (MAM),1341.8,24.6,43,6,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2023,Short Rains (OND),1742.9,24.0,21,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2024,Long Rains (MAM),815.8,24.0,34,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Taita Taveta,2024,Short Rains (OND),1018.6,25.2,40,8,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2015,Long Rains (MAM),572.6,28.4,38,4,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2015,Short Rains (OND),575.2,28.3,11,2,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2016,Long Rains (MAM),408.2,29.2,46,7,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2016,Short Rains (OND),177.9,28.8,64,7,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2017,Long Rains (MAM),573.8,28.9,42,7,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2017,Short Rains (OND),314.8,28.8,44,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2018,Long Rains (MAM),1155.2,27.2,10,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2018,Short Rains (OND),311.4,28.5,30,3,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2019,Long Rains (MAM),612.3,29.3,61,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2019,Short Rains (OND),1080.2,26.9,7,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2020,Long Rains (MAM),670.5,27.7,15,4,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2020,Short Rains (OND),378.2,28.8,18,6,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2021,Long Rains (MAM),583.3,27.9,32,3,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2021,Short Rains (OND),363.6,28.6,36,9,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2022,Long Rains (MAM),617.3,28.8,44,8,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2022,Short Rains (OND),301.1,28.0,24,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2023,Long Rains (MAM),1174.6,27.7,40,4,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2023,Short Rains (OND),1074.2,27.4,16,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2024,Long Rains (MAM),663.8,28.4,18,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tana River,2024,Short Rains (OND),391.8,29.0,21,7,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2015,Long Rains (MAM),979.3,22.4,53,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2015,Short Rains (OND),1075.4,22.1,12,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2016,Long Rains (MAM),823.1,22.9,33,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2016,Short Rains (OND),705.2,22.0,36,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2017,Long Rains (MAM),669.4,23.0,49,6,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2017,Short Rains (OND),732.3,21.9,36,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2018,Long Rains (MAM),2351.9,20.7,9,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2018,Short Rains (OND),824.1,21.7,16,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2019,Long Rains (MAM),403.8,23.7,54,8,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2019,Short Rains (OND),1685.2,21.3,6,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2020,Long Rains (MAM),1322.2,21.6,17,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2020,Short Rains (OND),979.5,21.6,22,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2021,Long Rains (MAM),849.4,22.1,40,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2021,Short Rains (OND),837.8,22.1,12,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2022,Long Rains (MAM),523.7,22.9,51,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2022,Short Rains (OND),683.2,21.5,60,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2023,Long Rains (MAM),1042.1,22.1,19,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2023,Short Rains (OND),1414.6,21.6,15,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2024,Long Rains (MAM),1714.2,22.1,21,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Tharaka Nithi,2024,Short Rains (OND),912.1,22.4,23,6,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2015,Long Rains (MAM),250.5,29.3,70,10,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2015,Short Rains (OND),353.6,28.7,36,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2016,Long Rains (MAM),386.5,29.9,41,9,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2016,Short Rains (OND),73.5,29.1,87,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2017,Long Rains (MAM),265.9,30.3,75,9,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2017,Short Rains (OND),405.2,28.0,156,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2018,Long Rains (MAM),973.2,27.1,21,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2018,Short Rains (OND),184.4,29.1,32,10,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2019,Long Rains (MAM),191.4,30.6,66,8,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2019,Short Rains (OND),534.4,27.8,30,6,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2020,Long Rains (MAM),940.8,28.0,36,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2020,Short Rains (OND),1835.6,28.9,60,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2021,Long Rains (MAM),439.1,29.2,99,10,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2021,Short Rains (OND),95.5,29.3,66,10,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2022,Long Rains (MAM),109.4,30.0,67,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2022,Short Rains (OND),127.1,28.9,42,11,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2023,Long Rains (MAM),705.7,28.3,41,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2023,Short Rains (OND),442.9,28.4,89,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2024,Long Rains (MAM),839.3,28.6,55,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Turkana,2024,Short Rains (OND),366.5,28.8,60,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2015,Long Rains (MAM),1884.7,19.4,57,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2015,Short Rains (OND),1864.8,18.3,12,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2016,Long Rains (MAM),2085.0,19.5,21,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2016,Short Rains (OND),651.1,18.1,31,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2017,Long Rains (MAM),1543.7,19.8,30,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2017,Short Rains (OND),1281.3,17.6,36,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2018,Long Rains (MAM),3590.7,18.0,6,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2018,Short Rains (OND),1012.2,18.2,15,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2019,Long Rains (MAM),1417.2,20.5,30,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2019,Short Rains (OND),2372.7,17.9,15,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2020,Long Rains (MAM),3186.4,18.6,6,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2020,Short Rains (OND),1580.8,17.6,24,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2021,Long Rains (MAM),1748.6,19.0,30,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2021,Short Rains (OND),1002.6,18.3,9,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2022,Long Rains (MAM),1354.6,19.7,25,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2022,Short Rains (OND),880.5,17.8,18,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2023,Long Rains (MAM),2792.2,19.0,17,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2023,Short Rains (OND),1680.1,18.4,21,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2024,Long Rains (MAM),2548.0,19.2,39,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Uasin Gishu,2024,Short Rains (OND),1623.1,18.2,48,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2015,Long Rains (MAM),132.5,29.8,23,7,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2015,Short Rains (OND),181.0,29.5,8,6,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2016,Long Rains (MAM),90.0,30.9,35,7,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2016,Short Rains (OND),100.4,29.4,32,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2017,Long Rains (MAM),111.0,30.5,35,9,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2017,Short Rains (OND),155.1,29.0,19,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2018,Long Rains (MAM),345.0,27.5,6,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2018,Short Rains (OND),105.4,29.5,16,7,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2019,Long Rains (MAM),170.5,31.0,26,12,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2019,Short Rains (OND),465.8,27.3,8,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2020,Long Rains (MAM),190.0,29.1,20,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2020,Short Rains (OND),217.8,29.1,14,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2021,Long Rains (MAM),138.3,29.6,18,9,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2021,Short Rains (OND),602.7,28.6,18,7,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2022,Long Rains (MAM),333.6,29.0,25,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2022,Short Rains (OND),113.7,29.0,29,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2023,Long Rains (MAM),179.8,29.4,22,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2023,Short Rains (OND),417.8,28.0,10,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2024,Long Rains (MAM),152.0,29.7,28,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Wajir,2024,Short Rains (OND),91.2,30.3,35,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2015,Long Rains (MAM),564.8,23.4,40,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2015,Short Rains (OND),507.8,23.1,10,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2016,Long Rains (MAM),600.2,24.2,16,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2016,Short Rains (OND),205.9,23.2,38,3,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2017,Long Rains (MAM),450.0,24.5,26,3,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2017,Short Rains (OND),395.6,22.4,51,2,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2018,Long Rains (MAM),1092.8,21.8,9,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2018,Short Rains (OND),304.9,23.2,13,3,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2019,Long Rains (MAM),363.9,25.0,36,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2019,Short Rains (OND),681.7,22.0,11,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2020,Long Rains (MAM),1003.0,22.8,10,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2020,Short Rains (OND),430.7,22.3,25,2,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2021,Long Rains (MAM),546.9,23.7,21,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2021,Short Rains (OND),291.0,23.3,20,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2022,Long Rains (MAM),435.8,24.2,25,4,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2022,Short Rains (OND),222.4,22.9,17,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2023,Long Rains (MAM),841.1,23.1,13,2,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2023,Short Rains (OND),482.2,22.8,15,3,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2024,Long Rains (MAM),821.1,23.5,26,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
West Pokot,2024,Short Rains (OND),460.7,23.1,38,2,2,"NASA POWER (real, MEASURED-tier reanalysis)"
